agency,city,state,legacy_ntd_id,ntd_id,organization_type,reporter_type,primary_uza__population,agency_voms,mode,tos,mode_voms,fare_revenues_per_unlinked_passenger_trip,fare_revenues_per_total_operating_expense_(recovery_ratio),cost_per__hour,passengers_per_hour,cost_per_passenger,cost_per_passenger_mile,fare_revenues_earned,total_operating_expenses,unlinked_passenger_trips,vehicle_revenue_hours,passenger_miles,vehicle_revenue_miles,any_data_questionable?,year,uace_code,uza_name,primary_uza_population,cost_per_hour
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,485",CB,DO,21,$1.50 ,0.10 ,$183.45 ,12.0 ,$15.30 ,$0.70 ,"$160,301 ","$1,631,027 ","106,598 ","8,891 ","2,316,931 ","207,600 ",No,2019,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,485",MB,PT,185,$0.97 ,0.18 ,$101.72 ,18.4 ,$5.53 ,$1.42 ,"$11,243,017 ","$63,979,277 ","11,559,429 ","628,982 ","45,013,479 ","7,604,763 ",No,2019,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,485",CB,PT,15,$1.41 ,0.07 ,$131.10 ,6.1 ,$21.48 ,$0.96 ,"$136,104 ","$2,075,951 ","96,665 ","15,835 ","2,168,687 ","316,766 ",No,2019,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,483",MB,DO,483,$1.13 ,0.19 ,$173.61 ,29.9 ,$5.81 ,$1.25 ,"$53,739,008 ","$277,232,021 ","47,678,178 ","1,596,826 ","221,931,298 ","20,985,597 ",No,2019,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,483",DR,PT,441,$3.84 ,0.08 ,$74.23 ,1.6 ,$45.26 ,$5.14 ,"$4,529,322 ","$53,359,747 ","1,179,015 ","718,803 ","10,384,133 ","11,546,344 ",No,2019,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,483",CR,PT,44,$3.40 ,0.41 ,$508.79 ,61.6 ,$8.26 ,$0.66 ,"$32,983,228 ","$80,196,126 ","9,711,377 ","157,620 ","121,331,394 ","5,462,832 ",No,2019,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,483",MB,PT,355,$1.12 ,0.25 ,$79.57 ,17.7 ,$4.49 ,$1.16 ,"$24,775,846 ","$99,071,799 ","22,053,606 ","1,245,067 ","85,104,250 ","14,935,041 ",No,2019,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ","1,483",LR,DO,160,$1.56 ,0.29 ,$168.59 ,30.8 ,$5.47 ,$0.75 ,"$38,362,200 ","$134,501,571 ","24,585,300 ","797,784 ","178,266,835 ","14,053,945 ",No,2019,,,,
Puerto Rico Highway and Transportation Authority Ã¢â¬â PÃÂºblico,San Juan,PR,4105,40105,State Government Unit or Department of Transportation,Full Reporter,"2,148,346 ","1,407",PB,PT,"1,407",$1.66 ,0.97 ,$19.60 ,11.4 ,$1.72 ,$0.39 ,"$23,989,313 ","$24,860,042 ","14,414,328 ","1,268,534 ","64,482,350 ","14,045,249 ",No,2019,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,370",CB,PT,9,$0.89 ,0.10 ,$85.77 ,10.1 ,$8.52 ,$0.22 ,"$292,197 ","$2,796,567 ","328,215 ","32,606 ","12,520,534 ","1,034,571 ",No,2019,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,370",HR,DO,76,$0.85 ,0.17 ,$262.24 ,51.5 ,$5.09 ,$0.69 ,"$15,739,393 ","$94,181,839 ","18,494,501 ","359,148 ","136,546,053 ","7,957,230 ",No,2019,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,370",MB,PT,64,$0.94 ,0.20 ,$49.32 ,10.6 ,$4.66 ,$1.22 ,"$1,692,834 ","$8,404,116 ","1,805,006 ","170,383 ","6,890,174 ","2,027,060 ",No,2019,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,370",MB,DO,601,$1.32 ,0.18 ,$213.76 ,28.6 ,$7.48 ,$1.47 ,"$63,293,834 ","$357,568,873 ","47,827,138 ","1,672,722 ","242,678,905 ","23,874,623 ",No,2019,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,370",DR,PT,385,$3.47 ,0.10 ,$50.52 ,1.5 ,$33.24 ,$2.53 ,"$6,169,450 ","$59,100,022 ","1,777,925 ","1,169,768 ","23,390,064 ","13,967,764 ",No,2019,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,370",VP,PT,214,$4.15 ,1.38 ,$15.68 ,5.2 ,$3.00 ,$0.10 ,"$2,001,289 ","$1,446,606 ","482,027 ","92,260 ","15,091,960 ","3,236,574 ",No,2019,,,,
"County of Miami-Dade , dba: Transportation & Public Work",Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ","1,370",MG,DO,21,$0.00 ,0.00 ,$237.84 ,78.2 ,$3.04 ,$3.24 ,$0 ,"$26,951,600 ","8,863,809 ","113,317 ","8,325,839 ","1,155,831 ",No,2019,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,348",DR,PT,924,$2.81 ,0.07 ,$70.76 ,1.7 ,$41.95 ,$4.70 ,"$10,009,310 ","$149,610,517 ","3,566,500 ","2,114,470 ","31,820,662 ","28,226,698 ",No,2019,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,348",DT,PT,424,$2.63 ,0.06 ,$82.53 ,2.0 ,$42.12 ,$3.73 ,"$1,163,857 ","$18,629,391 ","442,270 ","225,726 ","4,989,540 ","3,628,050 ",No,2019,,,,
Access Services  ,El Monte,CA,9157,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,221",DT,PT,638,$2.38 ,0.06 ,$101.41 ,2.7 ,$37.37 ,$2.64 ,"$5,343,609 ","$84,062,834 ","2,249,602 ","828,968 ","31,847,813 ","18,401,222 ",No,2019,,,,
Access Services  ,El Monte,CA,9157,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 ","1,221",DR,PT,583,$2.19 ,0.06 ,$59.48 ,1.6 ,$36.16 ,$3.09 ,"$4,837,375 ","$79,445,515 ","2,208,728 ","1,342,965 ","25,870,403 ","20,017,151 ",No,2019,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,146",MB,PT,9,$1.52 ,0.24 ,$88.99 ,14.1 ,$6.30 ,$5.24 ,"$618,186 ","$2,559,365 ","406,193 ","28,760 ","488,542 ","173,093 ",No,2019,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,146",FB,PT,2,$1.37 ,0.05 ,"$1,191.36 ",46.7 ,$25.52 ,$6.23 ,"$236,470 ","$4,409,209 ","172,797 ","3,701 ","707,182 ","43,057 ",No,2019,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,146",CR,DO,"1,135",$8.28 ,0.60 ,$590.63 ,42.9 ,$13.76 ,$0.62 ,"$756,678,075 ","$1,257,847,085 ","91,433,762 ","2,129,670 ","2,034,489,613 ","67,938,044 ",No,2019,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,141",LR,DO,89,$1.03 ,0.25 ,$194.60 ,46.8 ,$4.15 ,$0.86 ,"$17,630,129 ","$71,152,656 ","17,128,008 ","365,639 ","83,098,538 ","6,569,208 ",No,2019,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,141",DR,DO,64,$1.27 ,0.02 ,$129.27 ,2.2 ,$59.48 ,$5.56 ,"$308,442 ","$14,461,231 ","243,115 ","111,867 ","2,601,434 ","1,818,305 ",No,2019,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,141",CR,DO,50,$1.36 ,0.16 ,$265.75 ,31.2 ,$8.53 ,$0.33 ,"$7,084,619 ","$44,291,302 ","5,193,879 ","166,668 ","133,685,517 ","5,401,987 ",No,2019,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,141",MB,PT,5,$0.21 ,0.01 ,$78.06 ,4.1 ,$18.98 ,$6.43 ,"$15,476 ","$1,408,563 ","74,228 ","18,045 ","219,004 ","248,302 ",Yes,2019,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,141",DR,PT,46,$0.28 ,0.01 ,$82.94 ,2.1 ,$39.93 ,$3.18 ,"$41,359 ","$5,796,231 ","145,150 ","69,882 ","1,822,370 ","1,063,050 ",No,2019,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,141",VP,DO,430,$3.68 ,0.25 ,$81.22 ,5.5 ,$14.89 ,$0.43 ,"$3,927,899 ","$15,911,105 ","1,068,364 ","195,895 ","37,026,581 ","6,451,812 ",No,2019,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,141",MB,DO,416,$0.94 ,0.13 ,$117.49 ,15.8 ,$7.41 ,$1.77 ,"$18,973,345 ","$149,579,529 ","20,175,756 ","1,273,170 ","84,702,154 ","17,004,452 ",No,2019,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,141",CB,DO,41,$0.95 ,0.06 ,$239.23 ,15.6 ,$15.37 ,$0.70 ,"$522,214 ","$8,448,535 ","549,661 ","35,315 ","12,128,093 ","904,101 ",No,2019,,,,
MTA Bus Company,New York,NY,2188,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,115",MB,DO,"1,115",$1.66 ,0.26 ,$258.64 ,40.9 ,$6.32 ,$2.26 ,"$224,811,595 ","$854,176,837 ","135,080,070 ","3,302,624 ","377,941,829 ","26,440,538 ",No,2019,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,092",MB,DO,561,$0.82 ,0.11 ,$127.99 ,16.5 ,$7.74 ,$1.97 ,"$30,647,327 ","$288,335,448 ","37,230,755 ","2,252,879 ","146,291,345 ","28,550,945 ",No,2019,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,092",CR,PT,23,$4.08 ,0.24 ,$457.79 ,27.2 ,$16.84 ,$0.96 ,"$8,190,826 ","$33,798,689 ","2,006,996 ","73,830 ","35,381,640 ","1,633,624 ",No,2019,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,092",SR,DO,2,$0.00 ,0.00 ,$252.85 ,16.6 ,$15.24 ,$9.71 ,$0 ,"$3,452,161 ","226,496 ","13,653 ","355,701 ","94,321 ",No,2019,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,092",VP,PT,167,$3.17 ,1.05 ,$19.34 ,6.4 ,$3.02 ,$0.08 ,"$1,572,059 ","$1,496,199 ","495,882 ","77,361 ","18,228,162 ","2,838,832 ",No,2019,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,092",LR,DO,117,$0.82 ,0.12 ,$388.46 ,56.7 ,$6.85 ,$0.85 ,"$23,346,804 ","$194,102,627 ","28,335,785 ","499,670 ","227,090,304 ","10,303,973 ",Yes,2019,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,092",DT,PT,115,$2.36 ,0.05 ,$69.69 ,1.5 ,$46.86 ,$3.74 ,"$1,391,975 ","$27,674,613 ","590,600 ","397,133 ","7,396,607 ","7,160,994 ",No,2019,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ","1,092",DR,PT,107,$2.38 ,0.05 ,$87.08 ,1.8 ,$47.23 ,$4.72 ,"$989,079 ","$19,601,523 ","415,034 ","225,099 ","4,153,750 ","2,934,943 ",No,2019,,,,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ","1,066",CR,DO,"1,066",$5.95 ,0.47 ,$518.95 ,40.8 ,$12.73 ,$0.57 ,"$365,935,097 ","$782,173,784 ","61,456,663 ","1,507,232 ","1,365,137,921 ","44,605,656 ",No,2019,,,,
MTA Long Island Rail Road,Jamaica,NY,2100,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,026",CR,DO,"1,026",$6.73 ,0.51 ,$682.64 ,51.7 ,$13.19 ,$0.38 ,"$768,917,681 ","$1,507,026,548 ","114,241,364 ","2,207,645 ","3,929,859,957 ","67,942,021 ",No,2019,,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114 ","1,021",VP,PT,353,$3.36 ,0.81 ,$26.66 ,6.5 ,$4.13 ,$0.12 ,"$3,372,077 ","$4,148,994 ","1,004,018 ","155,653 ","35,341,744 ","5,822,883 ",No,2019,,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114 ","1,021",DT,PT,346,$3.07 ,0.06 ,$79.95 ,1.6 ,$50.06 ,$4.57 ,"$1,617,171 ","$26,364,665 ","526,686 ","329,744 ","5,763,630 ","6,163,715 ",No,2019,,,,
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,9136,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,629,114 ","1,021",MB,PT,322,$0.66 ,0.09 ,$100.83 ,13.5 ,$7.49 ,$1.70 ,"$9,104,573 ","$103,889,728 ","13,875,664 ","1,030,318 ","61,191,678 ","12,806,718 ",No,2019,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ","1,006",MB,DO,484,$0.79 ,0.25 ,$206.10 ,64.6 ,$3.19 ,$1.57 ,"$87,346,370 ","$353,352,973 ","110,802,986 ","1,714,493 ","225,220,879 ","13,259,120 ",No,2019,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ","1,006",CC,DO,27,$4.29 ,0.35 ,$529.36 ,43.0 ,$12.32 ,$9.50 ,"$24,490,634 ","$70,277,173 ","5,703,705 ","132,758 ","7,395,354 ","284,799 ",No,2019,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ","1,006",SR,DO,22,$0.79 ,0.19 ,$305.64 ,74.8 ,$4.09 ,$2.84 ,"$5,822,817 ","$30,185,360 ","7,386,518 ","98,760 ","10,615,475 ","522,204 ",No,2019,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ","1,006",TB,DO,193,$0.79 ,0.23 ,$214.78 ,62.4 ,$3.44 ,$2.46 ,"$38,822,295 ","$169,532,643 ","49,247,910 ","789,332 ","68,856,214 ","5,201,899 ",No,2019,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ","1,006",LR,DO,146,$0.79 ,0.19 ,$358.09 ,84.7 ,$4.23 ,$1.54 ,"$39,254,151 ","$210,499,148 ","49,795,740 ","587,846 ","136,469,594 ","5,565,605 ",No,2019,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ","1,006",DR,PT,134,$2.70 ,0.05 ,$94.63 ,1.7 ,$54.69 ,$8.08 ,"$1,084,238 ","$21,940,403 ","401,197 ","231,864 ","2,715,012 ","1,678,156 ",No,2019,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",973,MB,DO,584,$1.06 ,0.20 ,$149.57 ,27.7 ,$5.41 ,$1.53 ,"$59,620,132 ","$305,008,691 ","56,429,170 ","2,039,265 ","200,008,788 ","22,096,462 ",No,2019,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",973,DT,PT,50,$9.70 ,0.20 ,$120.01 ,2.5 ,$48.15 ,$4.01 ,"$1,048,500 ","$5,202,738 ","108,056 ","43,353 ","1,297,271 ","1,147,010 ",No,2019,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",973,YR,PT,4,$0.81 ,0.04 ,$918.27 ,50.5 ,$18.20 ,$2.14 ,"$303,185 ","$6,808,034 ","374,044 ","7,414 ","3,173,984 ","159,891 ",No,2019,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",973,DR,PT,219,$9.70 ,0.23 ,$79.41 ,1.9 ,$42.58 ,$4.62 ,"$8,288,165 ","$36,369,155 ","854,159 ","457,984 ","7,869,636 ","5,689,820 ",No,2019,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",973,LR,DO,116,$1.17 ,0.27 ,$261.13 ,61.1 ,$4.28 ,$0.80 ,"$45,634,079 ","$166,170,441 ","38,867,576 ","636,340 ","207,967,836 ","9,047,431 ",No,2019,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746 ",969,MB,PT,288,$0.97 ,0.35 ,$64.75 ,23.5 ,$2.76 ,$0.82 ,"$24,008,525 ","$68,462,292 ","24,809,064 ","1,057,413 ","83,844,513 ","10,731,448 ",No,2019,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746 ",969,MB,DO,222,$0.98 ,0.21 ,$127.58 ,27.2 ,$4.69 ,$1.06 ,"$22,041,356 ","$104,949,061 ","22,396,771 ","822,638 ","98,896,442 ","9,738,607 ",No,2019,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746 ",969,CB,PT,19,$4.17 ,0.47 ,$213.61 ,24.0 ,$8.90 ,$0.37 ,"$1,172,721 ","$2,503,342 ","281,240 ","11,719 ","6,848,690 ","342,662 ",No,2019,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746 ",969,DT,PT,179,$4.02 ,0.15 ,$91.70 ,3.3 ,$27.62 ,$2.57 ,"$278,482 ","$1,912,714 ","69,263 ","20,858 ","745,700 ","687,812 ",No,2019,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746 ",969,DR,PT,158,$5.36 ,0.15 ,$82.02 ,2.4 ,$34.81 ,$3.12 ,"$2,718,557 ","$17,663,033 ","507,400 ","215,351 ","5,663,873 ","3,904,510 ",No,2019,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746 ",969,LR,DO,103,$1.13 ,0.49 ,$177.41 ,76.6 ,$2.32 ,$0.39 ,"$42,005,525 ","$86,423,252 ","37,293,757 ","487,132 ","219,453,215 ","8,820,704 ",No,2019,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",942,MB,DO,603,$1.46 ,0.25 ,$199.09 ,33.8 ,$5.90 ,$1.40 ,"$80,223,958 ","$324,362,252 ","55,016,645 ","1,629,251 ","231,734,106 ","20,926,821 ",No,2019,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",942,LR,DO,58,$1.09 ,0.11 ,$422.80 ,42.6 ,$9.93 ,$2.46 ,"$7,777,491 ","$71,102,939 ","7,162,790 ","168,173 ","28,888,028 ","2,177,387 ",No,2019,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",942,DR,PT,279,$8.80 ,0.33 ,$63.37 ,2.4 ,$26.35 ,$3.23 ,"$12,302,396 ","$36,821,276 ","1,397,511 ","581,076 ","11,406,050 ","8,840,834 ",No,2019,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",942,IP,DO,2,$1.10 ,0.38 ,$279.36 ,96.4 ,$2.90 ,$24.81 ,"$474,284 ","$1,249,320 ","430,979 ","4,472 ","50,363 ","10,450 ",No,2019,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210 ",933,DT,PT,66,$1.94 ,0.12 ,$28.44 ,1.8 ,$15.78 ,$1.29 ,"$62,880 ","$511,489 ","32,421 ","17,987 ","397,874 ","374,075 ",No,2019,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210 ",933,MB,DO,384,$0.45 ,0.10 ,$99.97 ,23.0 ,$4.34 ,$1.12 ,"$18,488,621 ","$177,790,082 ","40,962,611 ","1,778,454 ","158,505,868 ","23,843,020 ",No,2019,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210 ",933,VP,PT,214,$5.07 ,1.44 ,$15.69 ,4.4 ,$3.53 ,$0.07 ,"$2,530,696 ","$1,761,450 ","499,290 ","112,237 ","24,569,985 ","4,883,176 ",No,2019,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210 ",933,DR,DO,159,$1.83 ,0.04 ,$103.05 ,2.1 ,$47.98 ,$3.92 ,"$947,947 ","$24,864,126 ","518,219 ","241,272 ","6,343,153 ","4,250,976 ",No,2019,,,,
